PO_Number,PO_Line_Number,PO_Date,PO_Fiscal_Year,PO_Type,PO_Line_Spend,PO_Line_Currency,PO_Line_Item,PO_Line_Unit_Price,PO_Line_Qty,PO_Line_UoM,PO_Line_Vendor,PO_Line_L4_Category,PO_Line_L2_Category,PO_Line_L1_Category,PO_Payment_Term,PO_Line_BU,PO_Line_L3_Category
70.,70_1,09-04-2015,2014-2015,NON-IT Goods,"$4,706.10",USD,Purchase of a new flow meter for MCSP MCSP W.W.T.P.,"$4,706.10",1.,Each,Cooper Controls Inc,Water meters,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 60 DAYS,Corrections and Rehabilitation,Liquid and gas flow measuring and observing instruments
71.,71_5,04-17-2015,2014-2015,NON-IT Goods,$690.00,USD,"READY CRETE MIX, 60 LB BAGS",$5.00,138.,Each,Unknown,Cement,Concrete and cement and plaster,Structures and Building and Construction and Manufacturing Components and Supplies,NET 30 DAYS,Fish and Wildlife,Cement and lime
73.,73_3,04-13-2015,2014-2015,NON-IT Goods,$28.34,USD,starch acid indicator,$14.17,2.,Each,GARRATT-CALLAHAN COMPANY,Boiler feed chemicals,Water and wastewater treatment supply and disposal,Cleaning Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Water treatment consumables
76.,76_1,04-13-2015,2014-2015,NON-IT Goods,"$1,311.00",USD,13g LOW ROLL 11 DD NON-RELOADABLE,$43.70,30.,Each,SUCCOR INTERNATIONAL,Weapon or explosives detectors and supplies,Law enforcement,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Security and control equipment
76.,76_6,04-13-2015,2014-2015,NON-IT Goods,$172.00,USD,40mm FERRET POWDER BARRICADE - CS,$17.20,10.,Each,SUCCOR INTERNATIONAL,Weapon or explosives detectors and supplies,Law enforcement,Defense and Law Enforcement and Security and Safety Equipment and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Security and control equipment
78.,78_1,04-13-2015,2014-2015,NON-IT Goods,"$60,096.25",USD,CA Gold STA forest blend,$18.35,3275.,Each,MAIN STREET MATERIALS INC,Mulch,Non edible plant and forestry products,Mineral and Textile and Inedible Plant and Animal Materials,NET 45 DAYS,Transportation,Forestry byproducts
83.,83_1,04-14-2015,2014-2015,IT Goods,"$2,600.00",USD,Plantronics Headsets,$200.00,13.,Each,"Ablegov, Inc.",Phone headsets,Communications Devices and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,Franchise Tax Board,Personal communications device accessories or parts
84.,84_4,04-14-2015,2014-2015,NON-IT Goods,$211.50,USD,71 X 72 FAUX WOOD BLINDS,$70.50,3.,Each,Unknown,Vertical blinds,Window treatments,Domestic Appliances and Supplies and Consumer Electronic Products,NET 45 DAYS,Fish and Wildlife,Blinds and shades
84.,84_9,04-14-2015,2014-2015,NON-IT Goods,"$2,264.00",USD,WHIRLPOOL 5 BURNER GAS RANGE,$566.00,4.,Each,Unknown,Cooking machinery,Industrial food and beverage equipment,Industrial Manufacturing and Processing Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Food cooking and smoking machinery
90.,90_1,04-16-2015,2014-2015,NON-IT Goods,$904.14,USD,1 1 CS Nellcor Easy Cap II Co2 Detector 248.04 248.04  by Covidien (Adult) 24/cs  Item # EasyCap II  2 10 Box Airway Emergency Kit Lma Unique Sizes 65.61 656.10,$904.14,1.,Each,"Bay Medical Co., Inc",Continuous positive airway pressure CPAP masks or straps,Respiratory and anesthesia and resuscitation products,Medical Equipment and Accessories and Supplies,NET 30 DAYS,Correctional Health Care Services,Positive mechanical pressure ventilators and accessories
95.,95_1,04-17-2015,2014-2015,NON-IT Services,"$10,880.00",USD,Parking lot sweep/steam cleaning for the Pleasanton DMV Field Office,"$10,880.00",1.,Each,Clark Services,Parking lot or road maintenance or repairs or services,Building and facility maintenance and repair services,Building and Facility Construction and Maintenance Services,Unspecified,Motor Vehicles,Infrastructure maintenance and repair services
97.,97_1,04-17-2015,2014-2015,NON-IT Services,$98.00,USD,wage and benefit amendment,$98.00,1.,Each,"Executive-Suite Services, Inc.",Building cleaning services,Cleaning and janitorial services,Industrial Cleaning Services,NET 45 DAYS,Motor Vehicles,General building and office cleaning and maintenance services
102.,102_1,04-20-2015,2014-2015,NON-IT Services,"$105,170.00",USD,Legal Services,"$105,170.00",1.,Each,"Burke, Williams & Sorensen, LLP",Legal Research Services,Legal services,Management and Business Professionals and Administrative Services,NET 60 DAYS,Corrections and Rehabilitation,Business law services
106.,106_1,04-21-2015,2014-2015,NON-IT Goods,$599.40,USD,Small Resettable Combination Lock,$9.99,60.,Each,"Reconyx, LLP",Enclosure plates or covers,Electrical equipment and components and supplies,Electrical Systems and Lighting and Components and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Electrical boxes and enclosures and fittings and accessories
108.,108_1,04-22-2015,2014-2015,NON-IT Services,"$590,800.00",USD,Legal services,"$590,800.00",1.,Each,MILLARD HOLWEGER CHILD & MARTON,Legal Research Services,Legal services,Management and Business Professionals and Administrative Services,Unspecified,Corrections and Rehabilitation,Business law services
110.,110_1,04-22-2015,2014-2015,IT Services,"$18,300.00",USD,PictureLink Software and Maintenance,$305.00,60.,Each,"Dynamic Imaging Systems, Inc.",License or registration fee,Public administration and finance services,Politics and Civic Affairs Services,NET 45 DAYS,Corrections and Rehabilitation,Public administration
112.,112_3,04-23-2015,2014-2015,NON-IT Goods,"$111,500.00",USD,"CANISTER, RIOT CONTROL, MSA RCA/CBA (CNCS), 6 PER PACKAGE, Ref. BRAND:MSA MILLENNIUM #818264",$223.00,500.,Each,Horizon Safety,Emergency medical services patient transport kits or supplies,Emergency and field medical services products,Medical Equipment and Accessories and Supplies,NET 60 DAYS,Highway Patrol,Emergency and field medical services kits
113.,113_2,04-24-2015,2014-2015,NON-IT Goods,$972.50,USD,Peppers,$972.50,1.,Each,Paul Aiello Sales,Bell peppers,Fresh vegetables,Food Beverage and Tobacco Products,NET 45 DAYS,Corrections and Rehabilitation,Peppers
117.,117_1,04-24-2015,2014-2015,NON-IT Goods,$421.00,USD,Pole AMP Plug,$421.00,1.,Each,SMITH ROOT INC,Battery chargers,Batteries and generators and kinetic power transmission,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Batteries and cells and accessories
117.,117_5,04-24-2015,2014-2015,NON-IT Goods,$112.00,USD,Electrode Daimond Shaped,$112.00,1.,Each,SMITH ROOT INC,Battery chargers,Batteries and generators and kinetic power transmission,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Batteries and cells and accessories
118.,118_4,04-27-2015,2014-2015,IT Services,"$1,495.32",USD,PC COMMERICAL POWERPACK FOR EXCHANGE LICENSE              (90PCDCPEL),$124.61,12.,Each,Kroll Ontrack,Operating system software maintenance,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Health Care Services,Software maintenance and support
119.,119_2,05-14-2015,2014-2015,NON-IT Goods,"$26,585.60",USD,FSH fish feed,$0.62,42880.,Each,"Rangen, Inc.",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
122.,122_1,04-28-2015,2014-2015,IT Telecommunications,"$7,756.39",USD,Speech Generating Devices,"$7,756.39",1.,Each,IMAGE SALES INC,Speech specialists services,Medical practice,Healthcare Services,NET 45 DAYS,Public Utilities Commission,Healthcare providers specialists services
125.,125_1,04-29-2015,2014-2015,IT Services,"$5,567.44",USD,"Dimensions CM with maintenance from 4/29/15 - 4/28/16, Serial #:510000503590      WSCA 7-12-70-21","$5,567.44",1.,Each,EN POINTE TECHNOLOGIES SALES,,,,NET 60 DAYS,Health Care Services,
128.,128_2,04-29-2015,2014-2015,IT Goods,"$1,462.50",USD,DOCK STATION: HP 90W Docking Station,$146.25,10.,Each,"Western Blue, an NWN Company",Notebook computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Social Services,Computers
130.,130_1,04-29-2015,2014-2015,NON-IT Services,"$22,116.72",USD,Barber services for mental health unit at San Quentin,"$22,116.72",1.,Each,Unknown,Hair cutting or color services,Personal appearance,Personal and Domestic Services,NET 30 DAYS,Correctional Health Care Services,Hair care
133.,133_2,04-30-2015,2014-2015,IT Goods,"$3,000.00",USD,Ruckus 3 Year Advance Hardware Replacement for R700's,$120.00,25.,Each,"NETVAD, INC",Wireless fidelity base stations Wifi,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,High Speed Rail Authority,Network service equipment
135.,135_1,04-30-2015,2014-2015,NON-IT Goods,"$34,699.46",USD,Compact hatchback 4-passenger electric car for OHMVR Division Headquarters.,"$34,699.46",1.,Each,DOWNTOWN FORD SALES,Automobiles or cars,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Parks & Recreation,Passenger motor vehicles
136.,136_4,01-05-2015,2014-2015,NON-IT Goods,$660.00,USD,Carrying case,$60.00,11.,Each,Adorama Camera,Portable media case or wallet,Components for information technology or broadcasting or telecommunications,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Fish and Wildlife,Removable storage media accessories
137.,137_1,04-05-2015,2014-2015,NON-IT Services,"$449,200.00",USD,On-call tree and stump removal service in San Diego County.,"$449,200.00",1.,Each,Anton's Service Inc,Removal services or ornamental plant or bush or tree,Horticulture,Farming and Fishing and Forestry and Wildlife Contracting Services,NET 45 DAYS,Transportation,Plants and ornamental trees
140.,140_1,04-05-2015,2014-2015,IT Goods,"$14,396.48",USD,LICENSE: DynCRMSvr ALNG Lic SAPk MVL #N9J-00523,"$3,599.12",4.,Each,CompuCom Systems inc.,License management software,Software,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Social Services,Business function specific software
142.,142_1,05-05-2015,2014-2015,IT Services,"$7,442.40",USD,"LM-Support/Platinum Plus/Pro            May 1, 2015 - April 30, 2016            (CSWRC2-601866026DC4)","$7,442.40",1.,Each,"Lyris Technologies, Inc.",Integrated services digital network ISDN testers,Measuring and observing and testing instruments,Laboratory and Measuring and Observing and Testing Equipment,NET 30 DAYS,Water Resources Control Board,Electronic and communication measuring and testing instruments
145.,145_2,08-19-2013,2013-2014,NON-IT Goods,"$58,108.98",USD,Telecommunication equipment and supplies,"$58,108.98",1.,Each,"Comtech Communications, Inc.",Radio frequency data communication equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,California Emergency Management Agency,Fixed network equipment and components
147.,147_1,06-05-2015,2014-2015,NON-IT Services,"$250,000.00",USD,Expert Witness for Coolwater-Lugo Transmission Project.  Servicesinclude review of CAISO's studies that are related to the prposedprojects; analyze and evaluate the need and state purpose the proposesprojects; examine all available alternatives that me,"$250,000.00",1.,Each,Unknown,Expert witness service,Legal services,Management and Business Professionals and Administrative Services,NET 30 DAYS,Public Utilities Commission,Compensated legal participation services
175.,175_1,05-04-2013,2012-2013,NON-IT Goods,"$32,636.72",USD,"Ford F350 Truck 4x4 s/c 158"" Wheelbase Vnyl 40/20/40, steel prefequip pkg, xl trim, trailer tow pkg, air conditioner, af/fm stereo/clk,6.71 v8 diesel, 6-speed auto, lt245 bsw at 17, 3.31 elocking, fx4off-road pk, skit plates, 11200# GVWR pkg, elec","$32,636.72",1.,Each,Larry Green Auto Group,Light trucks or sport utility vehicles,Motor vehicles,Commercial and Military and Private Vehicles and their Accessories and Components,NET 30 DAYS,Fish and Wildlife,Passenger motor vehicles
177.,177_1,05-04-2013,2012-2013,NON-IT Goods,$360.78,USD,replaced 2 tires,$180.39,2.,Each,K. Lawrence Inc. dba Lawrence Tire & Service,Automobile or light truck tires,Transportation components and systems,Commercial and Military and Private Vehicles and their Accessories and Components,NET 30 DAYS,Pesticide Regulation,Tires and tire tubes
178.,178_3,11-04-2014,2013-2014,NON-IT Goods,"$3,225.00",USD,E-6011 1/8 welding electrodes,$1.29,2500.,Each,Harris Industrial Gases,Electrodes,Electrical equipment and components and supplies,Electrical Systems and Lighting and Components and Accessories and Supplies,NET 30 DAYS,Corrections and Rehabilitation,Electrical lugs plugs and connectors
178.,178_7,05-04-2013,2012-2013,NON-IT Goods,$109.60,USD,Oil Change - Brake Inspection,$109.60,1.,Each,SUNNYSIDE AUTO REPAIR INC.,Vehicle inspection services,Transportation repair or maintenance services,Transportation and Storage and Mail Services,NET 30 DAYS,Pesticide Regulation,Vehicle maintenance and repair services
181.,181_1,11-04-2014,2013-2014,NON-IT Services,"$20,000.00",USD,Generator Pump Repair,"$20,000.00",1.,Each,James Ulm,Generator control or protection panels,Power generation,Power Generation and Distribution Machinery and Accessories,NET 15 DAYS,Corrections and Rehabilitation,Power generation control equipment
186.,186_1,04-15-2014,2013-2014,NON-IT Goods,"$6,955.76",USD,"CSP-SAN QUENTIN EDUCATION PURCHASE ORDER FOR TEXT BOOKS:  LIFESKILLS MATH, SIFE SKILLS STUDENT TEXT AND EVERYDAY LIFE SKILLS TEACHERS EDITION.","$6,955.76",1.,Each,Pearson Education,Teacher classroom grading books,Developmental and professional teaching aids and materials and accessories and supplies,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,NET 45 DAYS,Corrections and Rehabilitation,Teacher resource materials
186.,186_5,10-31-2014,2014-2015,IT Services,"$3,000.00",USD,Building Permits,"$3,000.00",1.,Each,Electric Lightwave LLC dba Integra Telecom,Fiber optic cable,Electrical wire and cable and harness,Power Generation and Distribution Machinery and Accessories,NET 45 DAYS,Fish and Wildlife,Electrical cable and accessories
191.,191_1,04-17-2014,2013-2014,NON-IT Goods,"$20,302.00",USD,Dry Fish Food,"$20,302.00",1.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
195.,195_3,09-05-2014,2013-2014,IT Goods,"$2,770.02",USD,HP 3800 4-port Stacking Module,$923.34,3.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
195.,195_7,09-05-2014,2013-2014,IT Goods,"$7,285.08",USD,Network Hardware-HP 3800-24G-PoE+-2SFT+Switch,"$3,642.54",2.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
195.,195_11,09-05-2014,2013-2014,IT Goods,"$2,300.00",USD,Juniper Access Point Dual Radio 3X3 MIMO 802.11 a/b/g/n,$575.00,4.,Each,Bridge Micro,Content delivery networking equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Network service equipment
196.,196_4,05-01-2015,2014-2015,NON-IT Goods,"$13,975.00",USD,"Rigging Train System, Model 46109, (COR)","$13,975.00",1.,Each,"Advanced Technologies Consultants, Inc.",Rigging services,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 30 DAYS,Corrections and Rehabilitation,Rigging and scaffolding services
196.,196_8,05-01-2015,2014-2015,NON-IT Goods,"$13,975.00",USD,"Rigging Train System, Model 46109, (SBSP)","$13,975.00",1.,Each,"Advanced Technologies Consultants, Inc.",Rigging services,Specialized trade construction and maintenance services,Building and Facility Construction and Maintenance Services,NET 30 DAYS,Corrections and Rehabilitation,Rigging and scaffolding services
197.,197_2,04-22-2014,2013-2014,IT Goods,"$6,400.00",USD,"MONITOR, HP CPQ E231, 23 INCH LED LCD",$160.00,40.,Each,"Ablegov, Inc.",Desktop computers,Computer Equipment and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,Education,Computers
199.,199_1,04-22-2014,2013-2014,NON-IT Goods,"$19,950.00",USD,Fish Food,$0.48,42000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
202.,202_2,04-22-2014,2013-2014,IT Goods,"$2,275.00",USD,GPS Navigation,$455.00,5.,Each,CIRRUS ENVIRONMENTAL INC,Vehicle navigation systems,Transportation components and systems,Commercial and Military and Private Vehicles and their Accessories and Components,NET 45 DAYS,Forestry and Fire Protection,Location and navigation systems and components
203.,203_3,04-23-2014,2013-2014,NON-IT Goods,$782.85,USD,STARTER #0,$104.38,7.5,Each,"Rangen, Inc.",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
204.,204_2,04-23-2014,2013-2014,NON-IT Goods,"$11,875.00",USD,4.5MM PELLET,$0.48,25000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 45 DAYS,Fish and Wildlife,Fish food
206.,206_2,04-23-2014,2013-2014,NON-IT Goods,$439.30,USD,1-3/8 TUBE,$1.15,382.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_6,04-23-2014,2013-2014,NON-IT Goods,$657.20,USD,FENCE POST MIX (50 LB),$3.10,212.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_10,04-23-2014,2013-2014,NON-IT Goods,$60.00,USD,TENSION WIRE 9 GA GALV,$0.15,400.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_14,04-23-2014,2013-2014,NON-IT Goods,$109.00,USD,5H X 6W RES WALK GATE,$109.00,1.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_18,04-23-2014,2013-2014,NON-IT Goods,$396.00,USD,5H X 5W RES WALK GATE,$99.00,4.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
206.,206_22,04-23-2014,2013-2014,NON-IT Goods,$253.80,USD,1-3/8 X 2-3/8 2-3/8 RES SSHDWR (INCLUDES 30 EACH POST HINGE 2-3/8 X 5/8;FRAME HINGE 1-3/8 X 5/8; FORK LATCH 1-3/8 X 2-3/8 PS,$16.92,15.,Each,FENCE FACTORY,Metal fencing,Exterior finishing materials,Structures and Building and Construction and Manufacturing Components and Supplies,NET 45 DAYS,Fish and Wildlife,Fencing
211.,211_1,04-25-2014,2013-2014,IT Services,"$1,695.00",USD,Upgrade from FX3 Premium to EdgeFX Forensic Elite WITH SMAC,"$1,695.00",1.,Each,VS Visual Statement Inc,Data mining software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Parks & Recreation,Data management and query software
211.,211_5,04-25-2014,2013-2014,IT Services,$747.00,USD,Online Training - 3 day EdgeFX - Basic Diagram,$249.00,3.,Each,VS Visual Statement Inc,Data mining software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Parks & Recreation,Data management and query software
214.,214_2,04-21-2015,2014-2015,IT Services,"$48,300.00",USD,POC #1 -Software License Renewal - TeamMate Term: 5/1/15 - 4/30/16    TeamMate SW MNT,"$48,300.00",1.,Each,Wolters Kluwer Financial Services,Financial analysis software,Software,Information Technology Broadcasting and Telecommunications,NET 30 DAYS,Finance,Finance accounting and enterprise resource planning ERP software
222.,222_1,08-29-2013,2013-2014,NON-IT Goods,"$76,953.50",USD,"Batteries, connectors, bolts, welding cable","$76,953.50",1.,Each,MAUKA ENTERPRISES,Radio frequency data communication equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,PCARD,California Emergency Management Agency,Fixed network equipment and components
224.,224_3,04-29-2014,2013-2014,IT Goods,$625.56,USD,Intel Core i7-4600 M Dual Core 640,$156.39,4.,Each,"Western Blue, an NWN Company",Computer support parts or accessories,Commercial and industrial furniture,Furniture and Furnishings,NET 30 DAYS,Fish and Wildlife,Computer support furniture
224.,224_7,04-29-2014,2013-2014,IT Goods,$198.12,USD,500 GB 7200 RPM 640,$49.53,4.,Each,"Western Blue, an NWN Company",Computer support parts or accessories,Commercial and industrial furniture,Furniture and Furnishings,NET 30 DAYS,Fish and Wildlife,Computer support furniture
224.,224_11,04-29-2014,2013-2014,IT Goods,$156.65,USD,HP 230W Docking Station,$156.65,1.,Each,"Western Blue, an NWN Company",Computer support parts or accessories,Commercial and industrial furniture,Furniture and Furnishings,NET 30 DAYS,Fish and Wildlife,Computer support furniture
228.,228_1,09-05-2014,2013-2014,IT Goods,$278.00,USD,for NEC Projector,$139.00,2.,Each,Straight-Line Solutions,Multimedia projectors,Audio and visual presentation and composing equipment,Printing and Photographic and Audio and Visual Equipment and Supplies,NET 60 DAYS,High Speed Rail Authority,Projectors and supplies
228.,228_5,09-05-2014,2013-2014,IT Goods,$278.00,USD,Ceiling Mount,$139.00,2.,Each,Straight-Line Solutions,GSM UMT LAN antenna,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 60 DAYS,High Speed Rail Authority,Digital mobile network infrastructure equipment and components
229.,229_2,04-09-2013,2013-2014,NON-IT Goods,"$2,112.00",USD,T1 Cable,$88.00,24.,Each,"Alcatel USA Marketing, Inc",Radio frequency data communication equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,NET 45 DAYS,California Emergency Management Agency,Fixed network equipment and components
231.,231_1,05-15-2014,2013-2014,NON-IT Goods,"$93,166.00",USD,"Purchase Ford-F550 or equivalent sized truck and the manufacture of CrewCarrying Modular Body to be installed per California Specifications #2320-2497 of Eight  (8) pages dated May 05, 2013,","$93,166.00",1.,Each,Downtown Ford Sales,Platform truck,Material handling machinery and equipment,Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies,NET 30 DAYS,Conservation Corps,Industrial trucks
234.,234_1,05-14-2014,2013-2014,NON-IT Goods,"$3,324.91",USD,UNLEADED GASOLINE (10%),$3.59,925.,Each,Pinnacle Petroleum,Diesel fuel,Fuels,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 45 DAYS,Fish and Wildlife,Petroleum and distillates
235.,235_3,06-05-2014,2013-2014,NON-IT Goods,"$4,750.00",USD,3.5MM TROUT FLT,$0.48,10000.,Each,"Nelson & Sons, Inc",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
239.,239_1,08-05-2014,2013-2014,IT Goods,"$4,331.25",USD,Software License,$618.75,7.,Each,JAMES E MALONEY,Computer software licensing service,Computer services,Engineering and Research and Technology Based Services,PCARD,Fish and Wildlife,Computer software licensing rental or leasing service
240.,240_3,12-05-2014,2013-2014,IT Services,"$67,650.00",USD,Software Support & Maintenance for 550 Licenses for the period of:07/01/2015 - 06/30/2016 (Year two),"$67,650.00",1.,Each,PeerPlace Networks LLC,Maintenance or support fees,Computer services,Engineering and Research and Technology Based Services,NET 30 DAYS,Aging,Software maintenance and support
242.,242_1,11-05-2014,2013-2014,IT Goods,$-,USD,VMware VSphere 5 Enterprise to vSphere 5 Enterprise Plus for 1 processor,$-,16.,Each,PATRIOT IT CORPORATION,Software patches or upgrades,Computer services,Engineering and Research and Technology Based Services,NET 45 DAYS,Social Services,Software maintenance and support
245.,245_1,12-05-2014,2013-2014,NON-IT Goods,$24.00,USD,Reference Handbook,$8.00,3.,Each,Office of Administrative Law,Reference books,Printed media,Published Products,NET 30 DAYS,Statewide Health Planning & Development,Printed publications
250.,250_1,05-15-2014,2013-2014,NON-IT Goods,"$25,650.00",USD,Classic Fry Fish Food,$0.57,45000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 60 DAYS,Fish and Wildlife,Fish food
251.,251_3,05-15-2014,2013-2014,NON-IT Goods,"$2,166.00",USD,Fish Food,$0.72,3000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
252.,252_1,05-14-2014,2013-2014,NON-IT Goods,"$5,062.37",USD,regular diesel fuel,"$5,062.37",1.,Each,Pinnacle Petroleum,Diesel fuel,Fuels,Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,NET 45 DAYS,Fish and Wildlife,Petroleum and distillates
254.,254_3,05-15-2014,2013-2014,NON-IT Goods,"$7,220.00",USD,SC EXT Steelhead Floating (CLIN #FS-FI-2007),$0.72,10000.,Each,"Nelson & Sons, Inc",Fish food flakes,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
256.,256_1,05-15-2014,2013-2014,NON-IT Goods,"$6,750.00",USD,Acyclovir 600mg IV Medicaltione,$450.00,15.,Each,Ourx Pharmaxy Inc,Acyclovir,Anti infective drugs,Drugs and Pharmaceutical Products,NET 30 DAYS,Correctional Health Care Services,Antiviral drugs
257.,257_4,05-13-2013,2012-2013,IT Goods,$102.00,USD,SURGE PROTECTOR (15 AMPS),$102.00,1.,Each,Sharp Electronics Corporation,Surge suppressers,Electrical equipment and components and supplies,Electrical Systems and Lighting and Components and Accessories and Supplies,NET 45 DAYS,Forestry and Fire Protection,Circuit protection devices and accessories
258.,258_1,05-15-2014,2013-2014,NON-IT Goods,"$3,420.00",USD,3.5MM FLOATING STEELHEAD FOOD,$0.57,6000.,Each,"Nelson & Sons, Inc",Fish food pellets,Animal feed,Live Plant and Animal Material and Accessories and Supplies,NET 30 DAYS,Fish and Wildlife,Fish food
258.,258_5,07-22-2013,2013-2014,NON-IT Services,"$1,269,000.00",USD,The contractor provides professional and technical services required toconduct and document an archaeological/historical site inventory ofCaltrans D8 rural conventional highways.,"$1,269,000.00",1.,Each,"Statistical Research, Inc.",Agricultural research services,Community and social services,Politics and Civic Affairs Services,NET 30 DAYS,Transportation,Rural development
259.,259_3,02-07-2014,2014-2015,NON-IT Services,"$40,000.00",USD,SAB was created as a recommendation of the Governor's Board of Inquiryfollowing the Loma Prieta Earthquake.,"$40,000.00",1.,Each,Geoffrey R. Martin,Seismic data management services,Oil and gas data management and processing services,Mining and oil and gas services,NET 45 DAYS,Transportation,Oilfield data management services
265.,265_1,08-04-2013,2012-2013,NON-IT Goods,"$5,435.00",USD,Attenuator,"$5,435.00",1.,Each,Sandy's Communications,Radio frequency data communication equipment,Data Voice or Multimedia Network Equipment or Platforms and Accessories,Information Technology Broadcasting and Telecommunications,Unspecified,California Technology Agency,Fixed network equipment and components
268.,268_1,09-04-2013,2012-2013,NON-IT Goods,"$35,179.33",USD,Supplies,"$35,179.33",1.,Each,Value Business Products,Parchment paper,Paper products,Paper Materials and Products,NET 30 DAYS,Corrections and Rehabilitation,Printing and writing paper
275.,275_2,09-04-2013,2012-2013,NON-IT Goods,"$3,229.25",USD,Labor Parts Paint Material EPA Waste Disposal,"$3,229.25",1.,Each,Franklin Auto Body,Tamper parts or repair kits,Heavy construction machinery and equipment,Building and Construction Machinery and Accessories,NET 45 DAYS,Pesticide Regulation,Heavy equipment components
